person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
47,20446,RENT,6.0,VENTURE,3700.0,6.72,0,0.18,N,27
34,29698,RENT,4.0,EDUCATION,3600.0,10.3,0,0.12,N,16
34,71627,OWN,10.0,DEBTCONSOLIDATION,8300.0,8.53,0,0.12,N,13
35,107050,MORTGAGE,12.0,EDUCATION,10500.0,6.4,0,0.1,N,15
45,31604,RENT,5.0,PERSONAL,2300.0,13.84,0,0.07,N,24
36,29303,RENT,0.0,EDUCATION,5000.0,12.15,1,0.17,N,14
33,39490,RENT,0.0,HOMEIMPROVEMENT,11500.0,13.8,0,0.29,N,15
36,119635,OWN,2.0,PERSONAL,34400.0,13.89,1,0.29,N,15
39,52778,OWN,1.0,PERSONAL,6600.0,10.16,0,0.13,N,17
33,33486,RENT,0.0,PERSONAL,4700.0,6.66,0,0.14,N,15
33,40922,MORTGAGE,4.0,VENTURE,4400.0,7.55,0,0.11,N,13
57,37643,OWN,5.0,PERSONAL,5700.0,8.29,0,0.15,N,30
35,69708,MORTGAGE,5.0,MEDICAL,8300.0,14.09,0,0.12,N,13
38,130189,MORTGAGE,0.0,MEDICAL,13600.0,7.86,0,0.1,N,19
37,52335,MORTGAGE,1.0,EDUCATION,9000.0,15.77,0,0.17,Y,18
37,84701,MORTGAGE,1.0,PERSONAL,15500.0,8.18,0,0.18,N,19
44,25008,RENT,4.0,HOMEIMPROVEMENT,2900.0,6.76,0,0.12,Y,24
46,158024,MORTGAGE,4.0,MEDICAL,12600.0,10.04,0,0.08,N,27
38,25096,RENT,3.0,MEDICAL,3200.0,11.72,0,0.13,N,16
33,89852,MORTGAGE,1.0,HOMEIMPROVEMENT,16600.0,11.16,1,0.18,N,13
49,58065,RENT,1.0,PERSONAL,7200.0,11.72,0,0.12,N,29
39,26133,RENT,11.0,DEBTCONSOLIDATION,5300.0,15.92,0,0.2,N,17
53,74401,RENT,0.0,EDUCATION,18500.0,11.74,1,0.25,N,30
29,48313,MORTGAGE,5.0,VENTURE,2700.0,5.94,1,0.06,N,9
41,31074,RENT,0.0,DEBTCONSOLIDATION,4100.0,9.72,0,0.13,N,22
55,49285,MORTGAGE,1.0,PERSONAL,7900.0,8.2,0,0.16,N,30
37,21484,MORTGAGE,1.0,VENTURE,2700.0,8.51,0,0.13,N,19
38,38516,OWN,10.0,VENTURE,4500.0,8.14,0,0.12,N,16
41,30266,RENT,0.0,DEBTCONSOLIDATION,3300.0,14.03,0,0.11,N,21
36,44748,MORTGAGE,13.0,HOMEIMPROVEMENT,6400.0,11.27,0,0.14,N,17
38,20632,MORTGAGE,8.0,EDUCATION,2200.0,9.16,0,0.11,N,16
38,20021,OWN,5.0,EDUCATION,3200.0,11.12,1,0.16,Y,16
36,32063,RENT,2.0,VENTURE,3100.0,12.4,1,0.1,Y,15
48,48091,RENT,11.0,EDUCATION,6700.0,11.94,1,0.14,N,28
43,30133,RENT,3.0,MEDICAL,4600.0,14.39,0,0.15,N,24
41,61745,RENT,2.0,HOMEIMPROVEMENT,10500.0,14.31,0,0.17,N,22
45,69637,MORTGAGE,4.0,VENTURE,7300.0,7.82,0,0.1,N,24
38,32142,RENT,1.0,VENTURE,4100.0,,0,0.13,Y,18
35,98246,MORTGAGE,1.0,EDUCATION,9300.0,10.62,0,0.09,N,13
36,42131,RENT,12.0,PERSONAL,7300.0,12.2,0,0.17,N,16
40,122488,RENT,7.0,EDUCATION,14400.0,12.6,0,0.12,N,19
34,43053,MORTGAGE,3.0,PERSONAL,5700.0,8.39,0,0.13,N,16
37,27978,RENT,2.0,HOMEIMPROVEMENT,1700.0,,0,0.06,N,17
37,90585,MORTGAGE,8.0,DEBTCONSOLIDATION,13100.0,8.25,0,0.14,N,19
57,29123,RENT,4.0,PERSONAL,1700.0,13.11,0,0.06,Y,30
27,86582,OWN,2.0,MEDICAL,12200.0,9.23,0,0.14,N,9
38,52068,RENT,3.0,DEBTCONSOLIDATION,4100.0,,0,0.08,N,18
53,37125,MORTGAGE,1.0,PERSONAL,4500.0,9.44,0,0.12,N,30
40,33382,RENT,1.0,MEDICAL,5600.0,,0,0.17,N,21
45,46952,RENT,22.0,MEDICAL,6100.0,11.62,0,0.13,N,26
40,68866,RENT,17.0,MEDICAL,11000.0,5.0,0,0.16,N,18
36,48048,MORTGAGE,2.0,EDUCATION,5400.0,,0,0.11,Y,18
29,102719,OWN,3.0,EDUCATION,15600.0,7.01,0,0.15,N,10
41,27231,RENT,8.0,EDUCATION,4100.0,,1,0.15,N,20
35,46709,MORTGAGE,6.0,MEDICAL,11100.0,8.94,1,0.24,N,16
35,84994,MORTGAGE,0.0,VENTURE,6400.0,13.59,0,0.08,N,13
37,26851,RENT,2.0,EDUCATION,5000.0,9.32,0,0.19,N,16
53,82465,MORTGAGE,1.0,HOMEIMPROVEMENT,9500.0,6.39,0,0.12,N,30
60,49508,MORTGAGE,24.0,EDUCATION,4800.0,,0,0.1,N,30
41,51796,RENT,6.0,DEBTCONSOLIDATION,9100.0,,1,0.18,N,20
37,41366,MORTGAGE,0.0,EDUCATION,8700.0,5.74,0,0.21,N,16
33,26783,RENT,11.0,DEBTCONSOLIDATION,2700.0,10.55,1,0.1,N,11
43,47127,OWN,13.0,MEDICAL,5000.0,12.04,0,0.11,N,24
53,37127,MORTGAGE,2.0,DEBTCONSOLIDATION,5700.0,11.22,0,0.15,N,30
38,105046,OTHER,5.0,VENTURE,20700.0,11.57,0,0.2,Y,19
29,63273,MORTGAGE,5.0,EDUCATION,10400.0,13.28,0,0.16,N,11
44,49874,RENT,6.0,MEDICAL,11100.0,,1,0.22,N,22
46,94738,RENT,5.0,DEBTCONSOLIDATION,17800.0,15.69,0,0.19,N,26
32,47665,RENT,,MEDICAL,8600.0,,1,0.18,N,11
41,69664,RENT,15.0,MEDICAL,6300.0,11.22,0,0.09,Y,22
42,87738,MORTGAGE,3.0,EDUCATION,10700.0,11.54,0,0.12,N,22
39,42782,RENT,0.0,MEDICAL,3800.0,11.96,0,0.09,N,20
35,60929,RENT,0.0,MEDICAL,7100.0,13.19,0,0.12,N,13
47,39405,MORTGAGE,0.0,HOMEIMPROVEMENT,5600.0,11.23,0,0.14,N,27
37,86950,MORTGAGE,2.0,VENTURE,6800.0,9.18,0,0.08,N,17
32,48358,RENT,1.0,EDUCATION,6200.0,12.04,0,0.13,N,12
30,97276,MORTGAGE,11.0,HOMEIMPROVEMENT,28500.0,10.98,0,0.29,N,9
49,54145,OWN,10.0,PERSONAL,11400.0,8.29,0,0.21,N,30
44,175068,RENT,9.0,MEDICAL,35000.0,15.63,0,0.2,Y,25
40,34421,OWN,10.0,MEDICAL,5700.0,5.23,0,0.17,N,22
37,75346,RENT,1.0,DEBTCONSOLIDATION,16600.0,16.49,0,0.22,N,18
36,47974,RENT,2.0,PERSONAL,11000.0,11.59,1,0.23,N,15
34,43802,MORTGAGE,1.0,HOMEIMPROVEMENT,9100.0,10.61,0,0.21,Y,14
37,18977,RENT,0.0,MEDICAL,5400.0,14.82,1,0.28,N,15
29,50838,OWN,12.0,PERSONAL,5100.0,,1,0.1,Y,7
35,30118,RENT,4.0,EDUCATION,4800.0,10.74,0,0.16,N,17
38,41989,MORTGAGE,0.0,PERSONAL,5700.0,11.64,0,0.14,N,20
44,30715,OWN,1.0,MEDICAL,2600.0,7.26,0,0.08,N,24
39,32841,RENT,2.0,PERSONAL,4000.0,18.61,0,0.12,N,18
45,28672,OWN,0.0,DEBTCONSOLIDATION,1800.0,10.18,0,0.06,N,25
49,28820,RENT,1.0,VENTURE,5300.0,12.04,0,0.18,N,28
47,22124,MORTGAGE,6.0,MEDICAL,4900.0,6.42,0,0.22,N,29
43,59166,MORTGAGE,12.0,EDUCATION,5000.0,,0,0.08,N,22
40,49466,MORTGAGE,13.0,PERSONAL,12600.0,13.05,1,0.25,Y,20
34,69835,RENT,3.0,PERSONAL,10800.0,8.94,0,0.15,N,14
45,40298,RENT,1.0,VENTURE,5300.0,9.19,1,0.13,N,26
52,35247,RENT,12.0,DEBTCONSOLIDATION,4900.0,7.31,0,0.14,N,30
42,46914,RENT,7.0,DEBTCONSOLIDATION,3400.0,10.82,0,0.07,N,24
55,69623,MORTGAGE,4.0,HOMEIMPROVEMENT,10200.0,9.49,0,0.15,N,30
32,56949,MORTGAGE,8.0,EDUCATION,5200.0,5.0,0,0.09,N,13
33,49339,MORTGAGE,3.0,DEBTCONSOLIDATION,5700.0,10.11,0,0.12,N,15
45,68336,RENT,0.0,MEDICAL,8600.0,11.09,0,0.13,Y,27
41,49145,MORTGAGE,13.0,EDUCATION,3200.0,11.34,0,0.07,N,23
49,36470,MORTGAGE,3.0,MEDICAL,5200.0,10.86,1,0.14,N,28
39,77170,MORTGAGE,5.0,HOMEIMPROVEMENT,7600.0,,0,0.1,N,21
35,26260,MORTGAGE,2.0,MEDICAL,5000.0,12.23,0,0.19,N,13
38,24097,RENT,0.0,VENTURE,3300.0,11.85,1,0.14,N,16
32,48413,RENT,1.0,MEDICAL,11700.0,14.28,0,0.24,N,12
34,51170,RENT,0.0,EDUCATION,4000.0,11.12,0,0.08,N,15
46,55078,MORTGAGE,0.0,PERSONAL,9000.0,11.04,0,0.16,N,24
46,41614,MORTGAGE,1.0,PERSONAL,4300.0,,0,0.1,N,25
42,96427,MORTGAGE,4.0,HOMEIMPROVEMENT,16500.0,13.3,0,0.17,N,23
31,23173,RENT,15.0,VENTURE,2800.0,12.99,0,0.12,N,10
37,52444,RENT,9.0,EDUCATION,5200.0,15.65,0,0.1,N,15
33,71634,MORTGAGE,0.0,PERSONAL,6100.0,6.24,0,0.09,N,14
48,97946,MORTGAGE,9.0,DEBTCONSOLIDATION,11700.0,15.65,0,0.12,N,26
36,95527,MORTGAGE,3.0,EDUCATION,16900.0,8.21,0,0.18,N,18
34,28337,RENT,5.0,EDUCATION,2900.0,6.56,0,0.1,N,15
40,58751,OWN,,MEDICAL,13000.0,12.36,1,0.22,N,18
36,44045,RENT,2.0,PERSONAL,8200.0,13.58,0,0.19,N,15
51,48559,MORTGAGE,10.0,VENTURE,9600.0,6.86,0,0.2,N,30
35,86419,MORTGAGE,2.0,HOMEIMPROVEMENT,20800.0,10.94,0,0.24,N,16
32,126749,MORTGAGE,0.0,EDUCATION,11700.0,11.25,0,0.09,N,13
29,55852,MORTGAGE,1.0,HOMEIMPROVEMENT,7100.0,8.25,0,0.13,N,9
39,18163,RENT,1.0,DEBTCONSOLIDATION,1600.0,10.49,0,0.09,Y,21
36,21286,RENT,5.0,EDUCATION,2200.0,12.53,1,0.1,N,17
32,47894,MORTGAGE,12.0,VENTURE,6500.0,9.35,0,0.14,N,10
48,80723,OWN,6.0,HOMEIMPROVEMENT,13700.0,9.76,0,0.17,N,27
44,33100,RENT,9.0,VENTURE,6500.0,10.57,0,0.2,N,22
39,44552,OWN,8.0,PERSONAL,10500.0,12.83,1,0.24,Y,19
50,110079,MORTGAGE,0.0,DEBTCONSOLIDATION,11500.0,9.42,0,0.1,N,30
44,40206,RENT,0.0,VENTURE,4700.0,9.41,0,0.12,N,26
35,117762,RENT,2.0,MEDICAL,12700.0,,1,0.11,N,14
34,39532,RENT,0.0,HOMEIMPROVEMENT,4700.0,,0,0.12,N,14
45,77044,RENT,6.0,MEDICAL,14000.0,13.44,0,0.18,N,26
42,50941,MORTGAGE,0.0,MEDICAL,7700.0,10.69,0,0.15,N,24
41,72281,RENT,2.0,MEDICAL,10500.0,14.18,0,0.15,N,20
35,133829,MORTGAGE,2.0,EDUCATION,20200.0,6.36,0,0.15,N,14
44,60466,MORTGAGE,3.0,DEBTCONSOLIDATION,10300.0,11.3,1,0.17,N,23
35,92091,MORTGAGE,4.0,PERSONAL,5300.0,11.67,0,0.06,Y,14
39,31341,RENT,14.0,DEBTCONSOLIDATION,9200.0,11.52,0,0.29,N,21
50,30770,RENT,1.0,DEBTCONSOLIDATION,3600.0,11.31,0,0.12,N,30
36,21672,RENT,5.0,EDUCATION,2200.0,10.54,0,0.1,N,17
32,28917,RENT,0.0,MEDICAL,4600.0,9.59,0,0.16,N,14
34,104677,MORTGAGE,0.0,MEDICAL,21900.0,,1,0.21,N,13
46,57857,RENT,0.0,VENTURE,9800.0,10.67,0,0.17,N,24
41,42886,RENT,2.0,HOMEIMPROVEMENT,8500.0,11.21,1,0.2,N,20
39,54290,MORTGAGE,4.0,PERSONAL,18700.0,8.08,1,0.34,N,20
37,68878,MORTGAGE,0.0,DEBTCONSOLIDATION,6500.0,8.51,0,0.09,N,19
43,72349,RENT,2.0,DEBTCONSOLIDATION,4800.0,16.44,0,0.07,N,22
35,54682,MORTGAGE,0.0,EDUCATION,6900.0,12.17,0,0.13,N,17
41,97866,MORTGAGE,5.0,DEBTCONSOLIDATION,13900.0,13.51,1,0.14,Y,20
35,30170,RENT,4.0,HOMEIMPROVEMENT,5400.0,9.46,0,0.18,N,13
35,41137,MORTGAGE,7.0,PERSONAL,4300.0,13.68,0,0.1,N,17
36,88003,MORTGAGE,3.0,MEDICAL,4600.0,11.77,0,0.05,N,14
37,79077,RENT,4.0,MEDICAL,18600.0,11.71,1,0.24,Y,19
39,59007,MORTGAGE,,MEDICAL,5400.0,8.22,0,0.09,N,18
41,37367,MORTGAGE,0.0,MEDICAL,4600.0,7.25,0,0.12,Y,23
25,72677,MORTGAGE,6.0,VENTURE,8600.0,11.56,0,0.12,N,3
35,31114,RENT,4.0,PERSONAL,5300.0,10.98,0,0.17,N,16
37,88522,MORTGAGE,13.0,MEDICAL,11000.0,10.54,0,0.12,N,15
51,104910,MORTGAGE,22.0,MEDICAL,12100.0,10.13,0,0.12,N,30
34,36752,RENT,9.0,EDUCATION,4100.0,18.12,0,0.11,N,15
41,178825,OWN,21.0,EDUCATION,24100.0,9.3,0,0.13,N,22
51,29772,RENT,5.0,DEBTCONSOLIDATION,3300.0,,0,0.11,N,29
33,44600,RENT,0.0,EDUCATION,5600.0,16.99,1,0.13,N,14
42,44054,RENT,0.0,EDUCATION,7700.0,15.09,0,0.17,N,21
35,46541,RENT,8.0,MEDICAL,5100.0,,1,0.11,N,17
37,99949,RENT,1.0,HOMEIMPROVEMENT,16100.0,12.49,1,0.16,N,15
35,61014,RENT,0.0,PERSONAL,12000.0,15.05,1,0.2,N,14
35,32348,RENT,3.0,PERSONAL,3300.0,8.19,0,0.1,N,14
63,51768,RENT,1.0,PERSONAL,9500.0,12.5,0,0.18,N,30
45,68296,RENT,4.0,MEDICAL,8600.0,13.56,0,0.13,N,23
47,63603,RENT,4.0,VENTURE,8300.0,6.22,0,0.13,N,29
43,90318,MORTGAGE,5.0,VENTURE,10700.0,13.63,0,0.12,N,25
31,51261,MORTGAGE,4.0,PERSONAL,5200.0,8.56,0,0.1,N,9
42,73116,MORTGAGE,2.0,EDUCATION,11700.0,8.23,0,0.16,N,22
47,45653,MORTGAGE,0.0,HOMEIMPROVEMENT,7200.0,7.8,0,0.16,N,28
35,35476,RENT,11.0,MEDICAL,3700.0,13.27,0,0.1,N,15
46,27704,RENT,1.0,PERSONAL,4400.0,9.2,0,0.16,N,24
44,107285,OWN,3.0,VENTURE,20500.0,6.52,0,0.19,N,24
54,23054,RENT,4.0,PERSONAL,3200.0,11.43,0,0.14,N,30
37,55660,MORTGAGE,1.0,VENTURE,11500.0,6.9,0,0.21,N,17
34,60164,MORTGAGE,,VENTURE,23000.0,12.41,1,0.38,N,14
37,30021,RENT,1.0,DEBTCONSOLIDATION,5000.0,9.88,0,0.17,N,16
50,76916,MORTGAGE,1.0,VENTURE,8300.0,7.49,0,0.11,N,30
31,24953,MORTGAGE,0.0,HOMEIMPROVEMENT,2100.0,,0,0.08,N,13
30,36686,OWN,14.0,VENTURE,6100.0,8.88,0,0.17,N,9
40,79407,MORTGAGE,4.0,PERSONAL,9600.0,6.54,0,0.12,N,18
37,25581,OWN,0.0,MEDICAL,2500.0,9.28,0,0.1,N,15
40,73754,MORTGAGE,4.0,DEBTCONSOLIDATION,5000.0,9.18,0,0.07,N,22
46,85639,RENT,1.0,DEBTCONSOLIDATION,10000.0,12.7,0,0.12,N,25
36,83831,RENT,1.0,DEBTCONSOLIDATION,7700.0,11.2,1,0.09,N,15
30,59112,RENT,8.0,MEDICAL,9800.0,13.18,0,0.17,N,11
56,32232,RENT,10.0,MEDICAL,4600.0,11.95,1,0.14,N,30
34,29878,RENT,6.0,EDUCATION,2000.0,9.39,1,0.07,N,13
34,38113,RENT,13.0,DEBTCONSOLIDATION,4400.0,11.75,0,0.12,N,12
47,10585,OTHER,11.0,EDUCATION,700.0,11.93,0,0.07,N,28
37,49593,MORTGAGE,4.0,PERSONAL,4800.0,9.23,0,0.1,Y,18
39,46279,MORTGAGE,11.0,MEDICAL,11500.0,9.94,0,0.25,N,18
43,50917,RENT,3.0,EDUCATION,5300.0,,0,0.1,N,22
47,43473,RENT,0.0,EDUCATION,4300.0,11.76,0,0.1,N,29
38,53549,RENT,8.0,DEBTCONSOLIDATION,5100.0,11.46,0,0.1,N,17
51,51003,RENT,0.0,DEBTCONSOLIDATION,9300.0,12.49,0,0.18,N,30
29,23623,RENT,1.0,MEDICAL,5400.0,9.22,1,0.23,Y,7
45,56386,RENT,2.0,EDUCATION,16900.0,13.5,0,0.3,N,25
35,48507,RENT,8.0,DEBTCONSOLIDATION,3500.0,12.07,1,0.07,Y,16
50,20684,RENT,0.0,EDUCATION,2400.0,9.08,0,0.12,N,28
40,76681,RENT,2.0,EDUCATION,12200.0,13.17,0,0.16,N,20
36,42229,MORTGAGE,2.0,HOMEIMPROVEMENT,14300.0,8.61,0,0.34,N,15
44,67361,MORTGAGE,4.0,HOMEIMPROVEMENT,8900.0,7.29,0,0.13,N,24
46,47947,RENT,2.0,MEDICAL,11100.0,15.54,0,0.23,N,26
44,20129,RENT,4.0,EDUCATION,1300.0,8.29,0,0.06,N,23
34,55562,RENT,18.0,EDUCATION,13600.0,15.77,1,0.24,N,12
37,62831,OWN,0.0,VENTURE,9500.0,13.61,0,0.15,N,19
40,88016,MORTGAGE,10.0,VENTURE,7200.0,12.44,0,0.08,Y,19
39,77612,RENT,1.0,EDUCATION,6900.0,12.13,1,0.09,N,18
45,89247,MORTGAGE,3.0,DEBTCONSOLIDATION,19000.0,15.11,0,0.21,N,23
30,70840,RENT,6.0,VENTURE,15600.0,15.68,0,0.22,N,11
42,38337,RENT,12.0,HOMEIMPROVEMENT,6700.0,7.73,1,0.17,N,21
38,38793,MORTGAGE,0.0,EDUCATION,8000.0,,0,0.21,N,20
35,80376,MORTGAGE,5.0,DEBTCONSOLIDATION,8500.0,9.6,1,0.11,Y,17
35,40368,OWN,0.0,HOMEIMPROVEMENT,10600.0,5.0,0,0.26,N,14
38,63890,RENT,3.0,MEDICAL,9100.0,11.28,1,0.14,Y,17
25,115228,MORTGAGE,6.0,EDUCATION,13400.0,11.77,0,0.12,N,4
36,35992,MORTGAGE,0.0,EDUCATION,6100.0,10.21,0,0.17,N,15
35,70555,RENT,7.0,VENTURE,12900.0,10.45,0,0.18,N,16
43,32810,RENT,1.0,EDUCATION,5000.0,11.32,1,0.15,Y,22
35,65723,MORTGAGE,4.0,EDUCATION,11500.0,11.06,0,0.17,N,13
38,109847,MORTGAGE,5.0,EDUCATION,7000.0,10.43,1,0.06,N,16
51,95739,MORTGAGE,5.0,HOMEIMPROVEMENT,16600.0,10.7,0,0.17,N,30
46,40435,OTHER,0.0,VENTURE,16000.0,12.52,1,0.4,N,26
46,107674,MORTGAGE,0.0,EDUCATION,27800.0,11.71,1,0.26,Y,27
37,43810,MORTGAGE,9.0,MEDICAL,10100.0,9.67,0,0.23,N,16
43,153928,OTHER,14.0,PERSONAL,19800.0,,0,0.13,N,23
38,49822,MORTGAGE,4.0,MEDICAL,9500.0,9.12,0,0.19,N,18
38,68283,MORTGAGE,4.0,PERSONAL,10000.0,5.59,1,0.15,N,20
42,67253,RENT,7.0,HOMEIMPROVEMENT,7100.0,11.08,1,0.11,Y,20
36,28369,RENT,2.0,MEDICAL,4000.0,13.98,1,0.14,N,17
51,97551,OWN,1.0,MEDICAL,10900.0,11.17,0,0.11,N,30
39,54708,MORTGAGE,7.0,EDUCATION,9200.0,13.78,0,0.17,Y,20
44,37125,RENT,0.0,HOMEIMPROVEMENT,5600.0,14.19,0,0.15,N,23
50,33670,RENT,10.0,PERSONAL,6900.0,15.88,0,0.2,N,29
47,36267,MORTGAGE,2.0,DEBTCONSOLIDATION,4700.0,11.19,0,0.13,N,29
32,47171,RENT,3.0,EDUCATION,5400.0,11.83,0,0.11,N,13
42,28750,MORTGAGE,5.0,DEBTCONSOLIDATION,3400.0,8.32,1,0.12,Y,22
45,32592,MORTGAGE,1.0,PERSONAL,7900.0,,0,0.24,N,23
46,20659,RENT,4.0,EDUCATION,3800.0,,0,0.18,N,25
34,32707,RENT,5.0,VENTURE,3600.0,7.99,0,0.11,N,14
36,96973,MORTGAGE,0.0,PERSONAL,20100.0,9.98,0,0.21,N,18
46,89378,RENT,3.0,EDUCATION,8000.0,5.0,0,0.09,N,27
35,56108,MORTGAGE,1.0,HOMEIMPROVEMENT,9700.0,10.72,1,0.17,N,17
38,140527,OWN,4.0,DEBTCONSOLIDATION,18200.0,7.76,0,0.13,N,18
51,89987,MORTGAGE,0.0,EDUCATION,17600.0,6.63,0,0.2,N,30
39,60922,RENT,6.0,DEBTCONSOLIDATION,8000.0,11.42,1,0.13,Y,18
35,64328,MORTGAGE,0.0,VENTURE,15000.0,11.23,0,0.23,N,15
35,51246,RENT,5.0,VENTURE,10100.0,15.37,1,0.2,Y,15
42,26116,RENT,,HOMEIMPROVEMENT,2700.0,12.61,0,0.1,N,20
33,42905,MORTGAGE,6.0,PERSONAL,3800.0,8.18,0,0.09,N,11
38,13396,RENT,8.0,MEDICAL,1600.0,11.61,0,0.12,N,17
42,28362,RENT,1.0,HOMEIMPROVEMENT,5500.0,10.93,0,0.19,N,21
49,98125,RENT,17.0,EDUCATION,18700.0,,0,0.19,N,28
44,50956,OWN,0.0,PERSONAL,4500.0,7.24,0,0.09,N,26
36,28766,MORTGAGE,3.0,HOMEIMPROVEMENT,4400.0,11.47,0,0.15,N,14
48,63801,RENT,1.0,MEDICAL,9700.0,12.14,0,0.15,N,28
38,66316,RENT,6.0,DEBTCONSOLIDATION,9300.0,14.69,0,0.14,N,19
33,105983,RENT,8.0,PERSONAL,34600.0,12.98,0,0.33,N,14
38,119269,RENT,8.0,EDUCATION,21600.0,14.38,0,0.18,N,20
50,72447,MORTGAGE,1.0,DEBTCONSOLIDATION,15600.0,6.46,0,0.22,N,30
41,22987,RENT,1.0,HOMEIMPROVEMENT,1600.0,10.71,0,0.07,N,23
40,153304,MORTGAGE,5.0,PERSONAL,15300.0,7.6,0,0.1,N,19
52,96442,RENT,13.0,MEDICAL,7300.0,8.94,0,0.08,N,30
32,74952,MORTGAGE,1.0,VENTURE,6300.0,8.27,1,0.08,N,11
33,48614,MORTGAGE,12.0,DEBTCONSOLIDATION,5600.0,7.85,0,0.12,N,15
31,22586,RENT,4.0,MEDICAL,4500.0,11.15,0,0.2,Y,11
42,37049,MORTGAGE,6.0,VENTURE,3800.0,,0,0.1,N,22
41,47789,MORTGAGE,2.0,MEDICAL,3300.0,8.3,0,0.07,N,20
51,40117,MORTGAGE,,MEDICAL,2400.0,8.18,0,0.06,N,30
41,84688,RENT,17.0,EDUCATION,16400.0,12.9,0,0.19,N,21
37,47181,RENT,0.0,HOMEIMPROVEMENT,6000.0,8.47,0,0.13,N,19
40,33245,RENT,2.0,EDUCATION,3600.0,12.02,1,0.11,N,21
40,62967,OWN,9.0,VENTURE,6900.0,8.94,0,0.11,Y,22
31,32383,RENT,0.0,EDUCATION,5400.0,11.51,0,0.17,N,10
63,21680,RENT,2.0,DEBTCONSOLIDATION,4400.0,13.14,1,0.2,N,30
43,63242,RENT,0.0,PERSONAL,8300.0,5.0,0,0.13,N,23
41,47276,RENT,5.0,PERSONAL,6800.0,6.74,0,0.14,N,21
44,53019,MORTGAGE,1.0,EDUCATION,13100.0,10.13,0,0.25,N,22
44,97550,MORTGAGE,2.0,VENTURE,20700.0,15.08,1,0.21,Y,23
39,55575,MORTGAGE,3.0,VENTURE,6700.0,7.98,0,0.12,N,20
36,65160,MORTGAGE,1.0,MEDICAL,8600.0,10.86,0,0.13,Y,14
43,49443,RENT,5.0,EDUCATION,3900.0,9.06,0,0.08,N,25
42,73496,MORTGAGE,0.0,MEDICAL,8400.0,8.04,0,0.11,N,21
35,16879,RENT,10.0,PERSONAL,2800.0,,0,0.17,N,15
50,33284,RENT,,VENTURE,8400.0,13.25,0,0.25,N,30
41,40413,RENT,4.0,PERSONAL,10800.0,11.48,1,0.27,N,23
44,38572,RENT,4.0,PERSONAL,4100.0,12.61,0,0.11,N,26
50,32998,RENT,0.0,MEDICAL,7100.0,7.92,0,0.22,N,30
40,47052,MORTGAGE,7.0,EDUCATION,3800.0,6.49,0,0.08,N,19
42,45806,MORTGAGE,14.0,VENTURE,7200.0,8.47,0,0.16,N,20
45,47040,RENT,3.0,DEBTCONSOLIDATION,6600.0,12.81,0,0.14,N,24
35,54189,MORTGAGE,2.0,DEBTCONSOLIDATION,17400.0,9.11,1,0.32,N,15
40,62874,RENT,7.0,HOMEIMPROVEMENT,10000.0,12.38,0,0.16,N,21
40,33257,OTHER,6.0,MEDICAL,5700.0,11.44,0,0.17,N,20
34,37753,OWN,5.0,PERSONAL,6600.0,9.91,0,0.17,N,15
59,77759,RENT,16.0,MEDICAL,10900.0,11.57,1,0.14,N,30
32,30608,RENT,4.0,PERSONAL,5200.0,8.78,1,0.17,N,10
33,32729,OWN,1.0,VENTURE,6800.0,10.13,0,0.21,Y,13
49,33307,RENT,0.0,VENTURE,2500.0,9.85,0,0.08,N,30
44,44358,RENT,3.0,PERSONAL,6500.0,8.85,0,0.15,N,23
34,80746,MORTGAGE,5.0,DEBTCONSOLIDATION,5700.0,9.4,0,0.07,N,15
44,63701,RENT,0.0,MEDICAL,12700.0,8.19,0,0.2,N,22
50,31683,MORTGAGE,,VENTURE,5900.0,11.48,0,0.19,N,30
39,121372,OWN,,VENTURE,11200.0,,0,0.09,Y,21
62,34620,OWN,1.0,MEDICAL,3000.0,10.44,1,0.09,Y,30
31,21794,RENT,3.0,VENTURE,3300.0,8.65,1,0.15,Y,12
44,122039,RENT,0.0,EDUCATION,8800.0,9.52,1,0.07,Y,24
48,32260,RENT,2.0,VENTURE,4800.0,10.74,0,0.15,N,28
46,46377,MORTGAGE,2.0,HOMEIMPROVEMENT,7800.0,14.35,0,0.17,N,25
38,45844,MORTGAGE,11.0,MEDICAL,6000.0,11.37,0,0.13,N,20
38,65570,OTHER,10.0,HOMEIMPROVEMENT,7800.0,,1,0.12,Y,17
42,19565,OWN,1.0,HOMEIMPROVEMENT,1400.0,12.65,0,0.07,Y,24
45,42178,RENT,4.0,DEBTCONSOLIDATION,6300.0,13.35,0,0.15,N,26
44,40807,RENT,6.0,VENTURE,4800.0,12.09,0,0.12,N,26
47,99395,RENT,1.0,VENTURE,9200.0,11.52,1,0.09,Y,25
34,37355,MORTGAGE,2.0,PERSONAL,5900.0,9.83,0,0.16,N,15
38,41757,OWN,20.0,PERSONAL,8600.0,10.4,0,0.21,N,20
34,71688,RENT,7.0,DEBTCONSOLIDATION,13600.0,12.47,0,0.19,N,16
37,63304,MORTGAGE,2.0,PERSONAL,12900.0,9.57,0,0.2,N,17
47,34132,RENT,3.0,MEDICAL,2600.0,9.15,0,0.08,N,29
40,60731,RENT,4.0,EDUCATION,14200.0,11.14,1,0.23,Y,19
